experiment_id,sample_id,k,reference_indices,fused_indices,set_agreement,ordered_agreement,jaccard,max_rank_displacement
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1461,3,"[25, 89, 34]","[25, 89, 34]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1461,5,"[25, 89, 34, 81, 33]","[25, 89, 34, 81, 33]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1461,10,"[25, 89, 34, 81, 33, 41, 40, 42, 50, 17]","[25, 89, 34, 81, 33, 41, 40, 42, 50, 17]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1461,20,"[25, 89, 34, 81, 33, 41, 40, 42, 50, 17, 90, 58, 10, 46, 74, 38, 66, 97, 2, 54]","[25, 89, 34, 81, 33, 41, 40, 42, 50, 17, 90, 58, 10, 46, 74, 38, 66, 97, 2, 54]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1463,1,[25],[25],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1463,3,"[25, 89, 40]","[25, 89, 40]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1463,5,"[25, 89, 40, 34, 81]","[25, 89, 40, 34, 81]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1463,10,"[25, 89, 40, 34, 81, 33, 41, 42, 50, 90]","[25, 89, 40, 34, 81, 33, 41, 42, 50, 90]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1463,20,"[25, 89, 40, 34, 81, 33, 41, 42, 50, 90, 17, 58, 10, 46, 74, 38, 66, 97, 2, 54]","[25, 89, 40, 34, 81, 33, 41, 42, 50, 90, 17, 58, 10, 46, 74, 38, 66, 97, 2, 54]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1464,1,[25],[25],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1464,3,"[25, 89, 34]","[25, 89, 34]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1464,5,"[25, 89, 34, 33, 81]","[25, 89, 34, 33, 81]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1464,10,"[25, 89, 34, 33, 81, 41, 40, 42, 50, 90]","[25, 89, 34, 33, 81, 41, 40, 42, 50, 90]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1464,20,"[25, 89, 34, 33, 81, 41, 40, 42, 50, 90, 17, 10, 58, 46, 74, 38, 66, 2, 97, 54]","[25, 89, 34, 33, 81, 41, 40, 42, 50, 90, 17, 10, 58, 46, 74, 38, 66, 2, 97, 54]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1539,1,[106],[106],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1539,3,"[106, 98, 42]","[106, 98, 42]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1539,5,"[106, 98, 42, 34, 108]","[106, 98, 42, 34, 108]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1539,10,"[106, 98, 42, 34, 108, 25, 89, 26, 100, 81]","[106, 98, 42, 34, 108, 25, 89, 26, 100, 81]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1539,20,"[106, 98, 42, 34, 108, 25, 89, 26, 100, 81, 107, 105, 82, 44, 17, 27, 90, 91, 54, 122]","[106, 98, 42, 34, 108, 25, 89, 26, 100, 81, 107, 105, 82, 44, 17, 27, 90, 91, 54, 122]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1562,1,[106],[106],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1562,3,"[106, 98, 42]","[106, 98, 42]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1562,5,"[106, 98, 42, 108, 34]","[106, 98, 42, 108, 34]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1562,10,"[106, 98, 42, 108, 34, 25, 89, 26, 100, 81]","[106, 98, 42, 108, 34, 25, 89, 26, 100, 81]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1562,20,"[106, 98, 42, 108, 34, 25, 89, 26, 100, 81, 107, 105, 82, 44, 17, 27, 90, 54, 91, 122]","[106, 98, 42, 108, 34, 25, 89, 26, 100, 81, 107, 105, 82, 44, 17, 27, 90, 54, 91, 122]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:0,1,[106],[106],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:0,3,"[106, 25, 89]","[106, 25, 89]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:0,5,"[106, 25, 89, 98, 101]","[106, 25, 89, 98, 101]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:0,10,"[106, 25, 89, 98, 101, 81, 42, 105, 34, 26]","[106, 25, 89, 98, 101, 81, 42, 105, 34, 26]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:0,20,"[106, 25, 89, 98, 101, 81, 42, 105, 34, 26, 17, 54, 82, 37, 97, 109, 62, 110, 107, 27]","[106, 25, 89, 98, 101, 81, 42, 105, 34, 26, 17, 54, 82, 37, 97, 109, 62, 110, 107, 27]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1,1,[106],[106],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1,3,"[106, 98, 25]","[106, 98, 25]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1,5,"[106, 98, 25, 89, 42]","[106, 98, 25, 89, 42]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1,10,"[106, 98, 25, 89, 42, 108, 105, 81, 34, 100]","[106, 98, 25, 89, 42, 108, 105, 81, 34, 100]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1,20,"[106, 98, 25, 89, 42, 108, 105, 81, 34, 100, 107, 26, 17, 54, 97, 44, 82, 66, 62, 110]","[106, 98, 25, 89, 42, 108, 105, 81, 34, 100, 107, 26, 17, 54, 97, 44, 82, 66, 62, 110]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2,1,[101],[101],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2,3,"[101, 100, 108]","[101, 100, 108]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2,5,"[101, 100, 108, 109, 37]","[101, 100, 108, 109, 37]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2,10,"[101, 100, 108, 109, 37, 66, 112, 36, 74, 10]","[101, 100, 108, 109, 37, 66, 112, 36, 74, 10]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2,20,"[101, 100, 108, 109, 37, 66, 112, 36, 74, 10, 45, 40, 32, 44, 104, 2, 106, 53, 52, 89]","[101, 100, 108, 109, 37, 66, 112, 36, 74, 10, 45, 40, 32, 44, 104, 2, 106, 53, 52, 89]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:3,1,[34],[34],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:3,3,"[34, 10, 105]","[34, 10, 105]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:3,5,"[34, 10, 105, 97, 98]","[34, 10, 105, 97, 98]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:3,10,"[34, 10, 105, 97, 98, 2, 74, 42, 66, 106]","[34, 10, 105, 97, 98, 2, 74, 42, 66, 106]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:3,20,"[34, 10, 105, 97, 98, 2, 74, 42, 66, 106, 114, 58, 41, 50, 122, 33, 73, 78, 18, 9]","[34, 10, 105, 97, 98, 2, 74, 42, 66, 106, 114, 58, 41, 50, 122, 33, 73, 78, 18, 9]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:4,1,[101],[101],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:4,3,"[101, 109, 37]","[101, 109, 37]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:4,5,"[101, 109, 37, 112, 100]","[101, 109, 37, 112, 100]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:4,10,"[101, 109, 37, 112, 100, 25, 108, 89, 81, 36]","[101, 109, 37, 112, 100, 25, 108, 89, 81, 36]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:4,20,"[101, 109, 37, 112, 100, 25, 108, 89, 81, 36, 66, 105, 45, 74, 26, 17, 10, 34, 82, 106]","[101, 109, 37, 112, 100, 25, 108, 89, 81, 36, 66, 105, 45, 74, 26, 17, 10, 34, 82, 106]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:9,1,[40],[40],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:9,3,"[40, 25, 112]","[40, 25, 112]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:9,5,"[40, 25, 112, 104, 10]","[40, 25, 112, 104, 10]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:9,10,"[40, 25, 112, 104, 10, 66, 74, 33, 2, 9]","[40, 25, 112, 104, 10, 66, 74, 33, 2, 9]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:9,20,"[40, 25, 112, 104, 10, 66, 74, 33, 2, 9, 73, 65, 14, 78, 81, 37, 70, 105, 101, 96]","[40, 25, 112, 104, 10, 66, 74, 33, 2, 9, 73, 65, 14, 78, 81, 37, 70, 105, 101, 96]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:11,1,[40],[40],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:11,3,"[40, 10, 112]","[40, 10, 112]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:11,5,"[40, 10, 112, 66, 104]","[40, 10, 112, 66, 104]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:11,10,"[40, 10, 112, 66, 104, 74, 81, 2, 50, 90]","[40, 10, 112, 66, 104, 74, 81, 2, 50, 90]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:11,20,"[40, 10, 112, 66, 104, 74, 81, 2, 50, 90, 89, 121, 113, 9, 58, 73, 65, 122, 114, 101]","[40, 10, 112, 66, 104, 74, 81, 2, 50, 90, 89, 121, 113, 9, 58, 73, 65, 122, 114, 101]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:123,1,[88],[88],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:123,3,"[88, 72, 32]","[88, 72, 32]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:123,5,"[88, 72, 32, 56, 16]","[88, 72, 32, 56, 16]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:123,10,"[88, 72, 32, 56, 16, 119, 112, 104, 127, 55]","[88, 72, 32, 56, 16, 119, 112, 104, 127, 55]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:123,20,"[88, 72, 32, 56, 16, 119, 112, 104, 127, 55, 120, 63, 123, 115, 10, 80, 97, 51, 118, 31]","[88, 72, 32, 56, 16, 119, 112, 104, 127, 55, 120, 63, 123, 115, 10, 80, 97, 51, 118, 31]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:125,1,[88],[88],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:125,3,"[88, 115, 123]","[88, 115, 123]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:125,5,"[88, 115, 123, 32, 51]","[88, 115, 123, 32, 51]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:125,10,"[88, 115, 123, 32, 51, 59, 83, 19, 56, 27]","[88, 115, 123, 32, 51, 59, 83, 19, 56, 27]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:125,20,"[88, 115, 123, 32, 51, 59, 83, 19, 56, 27, 31, 91, 63, 23, 104, 120, 119, 55, 72, 30]","[88, 115, 123, 32, 51, 59, 83, 19, 56, 27, 31, 91, 63, 23, 104, 120, 119, 55, 72, 30]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:840,1,[106],[106],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:840,3,"[106, 101, 25]","[106, 101, 25]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:840,5,"[106, 101, 25, 89, 98]","[106, 101, 25, 89, 98]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:840,10,"[106, 101, 25, 89, 98, 42, 81, 100, 37, 105]","[106, 101, 25, 89, 98, 42, 81, 100, 37, 105]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:840,20,"[106, 101, 25, 89, 98, 42, 81, 100, 37, 105, 34, 109, 26, 17, 108, 54, 82, 36, 97, 62]","[106, 101, 25, 89, 98, 42, 81, 100, 37, 105, 34, 109, 26, 17, 108, 54, 82, 36, 97, 62]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:842,1,[101],[101],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:842,3,"[101, 100, 108]","[101, 100, 108]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:842,5,"[101, 100, 108, 37, 109]","[101, 100, 108, 37, 109]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:842,10,"[101, 100, 108, 37, 109, 106, 98, 66, 36, 74]","[101, 100, 108, 37, 109, 106, 98, 66, 36, 74]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:842,20,"[101, 100, 108, 37, 109, 106, 98, 66, 36, 74, 112, 44, 45, 10, 2, 107, 99, 117, 40, 53]","[101, 100, 108, 37, 109, 106, 98, 66, 36, 74, 112, 44, 45, 10, 2, 107, 99, 117, 40, 53]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1514,1,[104],[104],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1514,3,"[104, 74, 66]","[104, 74, 66]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1514,5,"[104, 74, 66, 81, 57]","[104, 74, 66, 81, 57]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1514,10,"[104, 74, 66, 81, 57, 17, 25, 113, 49, 40]","[104, 74, 66, 81, 57, 17, 25, 113, 49, 40]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1514,20,"[104, 74, 66, 81, 57, 17, 25, 113, 49, 40, 82, 18, 26, 68, 86, 67, 62, 83, 76, 30]","[104, 74, 66, 81, 57, 17, 25, 113, 49, 40, 82, 18, 26, 68, 86, 67, 62, 83, 76, 30]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1516,1,[104],[104],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1516,3,"[104, 10, 81]","[104, 10, 81]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1516,5,"[104, 10, 81, 17, 57]","[104, 10, 81, 17, 57]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1516,10,"[104, 10, 81, 17, 57, 25, 113, 49, 40, 82]","[104, 10, 81, 17, 57, 25, 113, 49, 40, 82]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1516,20,"[104, 10, 81, 17, 57, 25, 113, 49, 40, 82, 18, 26, 74, 86, 68, 30, 83, 76, 22, 62]","[104, 10, 81, 17, 57, 25, 113, 49, 40, 82, 18, 26, 74, 86, 68, 30, 83, 76, 22, 62]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1655,1,[16],[16],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1655,3,"[16, 112, 72]","[16, 112, 72]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1655,5,"[16, 112, 72, 80, 8]","[16, 112, 72, 80, 8]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1655,10,"[16, 112, 72, 80, 8, 15, 71, 37, 101, 9]","[16, 112, 72, 80, 8, 15, 71, 37, 101, 9]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1655,20,"[16, 112, 72, 80, 8, 15, 71, 37, 101, 9, 104, 128, 35, 36, 99, 65, 121, 113, 79, 96]","[16, 112, 72, 80, 8, 15, 71, 37, 101, 9, 104, 128, 35, 36, 99, 65, 121, 113, 79, 96]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1663,1,[112],[112],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1663,3,"[112, 72, 16]","[112, 72, 16]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1663,5,"[112, 72, 16, 80, 101]","[112, 72, 16, 80, 101]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1663,10,"[112, 72, 16, 80, 101, 37, 104, 8, 15, 109]","[112, 72, 16, 80, 101, 37, 104, 8, 15, 109]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:1663,20,"[112, 72, 16, 80, 101, 37, 104, 8, 15, 109, 45, 71, 48, 9, 10, 128, 107, 77, 36, 96]","[112, 72, 16, 80, 101, 37, 104, 8, 15, 109, 45, 71, 48, 9, 10, 128, 107, 77, 36, 96]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2287,1,[89],[89],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2287,3,"[89, 81, 66]","[89, 81, 66]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2287,5,"[89, 81, 66, 10, 2]","[89, 81, 66, 10, 2]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2287,10,"[89, 81, 66, 10, 2, 74, 25, 121, 113, 54]","[89, 81, 66, 10, 2, 74, 25, 121, 113, 54]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2287,20,"[89, 81, 66, 10, 2, 74, 25, 121, 113, 54, 17, 41, 9, 62, 50, 55, 73, 65, 90, 46]","[89, 81, 66, 10, 2, 74, 25, 121, 113, 54, 17, 41, 9, 62, 50, 55, 73, 65, 90, 46]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2363,1,[40],[40],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2363,3,"[40, 37, 112]","[40, 37, 112]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2363,5,"[40, 37, 112, 66, 33]","[40, 37, 112, 66, 33]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2363,10,"[40, 37, 112, 66, 33, 74, 2, 101, 104, 34]","[40, 37, 112, 66, 33, 74, 2, 101, 104, 34]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2363,20,"[40, 37, 112, 66, 33, 74, 2, 101, 104, 34, 10, 25, 108, 97, 105, 42, 98, 9, 65, 73]","[40, 37, 112, 66, 33, 74, 2, 101, 104, 34, 10, 25, 108, 97, 105, 42, 98, 9, 65, 73]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2847,1,[40],[40],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2847,3,"[40, 112, 33]","[40, 112, 33]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2847,5,"[40, 112, 33, 25, 105]","[40, 112, 33, 25, 105]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2847,10,"[40, 112, 33, 25, 105, 104, 34, 97, 42, 38]","[40, 112, 33, 25, 105, 104, 34, 97, 42, 38]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2847,20,"[40, 112, 33, 25, 105, 104, 34, 97, 42, 38, 37, 108, 110, 102, 101, 98, 39, 103, 41, 89]","[40, 112, 33, 25, 105, 104, 34, 97, 42, 38, 37, 108, 110, 102, 101, 98, 39, 103, 41, 89]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2927,1,[101],[101],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2927,3,"[101, 106, 108]","[101, 106, 108]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2927,5,"[101, 106, 108, 100, 112]","[101, 106, 108, 100, 112]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2927,10,"[101, 106, 108, 100, 112, 107, 109, 98, 37, 36]","[101, 106, 108, 100, 112, 107, 109, 98, 37, 36]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2927,20,"[101, 106, 108, 100, 112, 107, 109, 98, 37, 36, 105, 44, 27, 52, 25, 60, 99, 53, 45, 111]","[101, 106, 108, 100, 112, 107, 109, 98, 37, 36, 105, 44, 27, 52, 25, 60, 99, 53, 45, 111]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2981,1,[106],[106],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2981,3,"[106, 101, 108]","[106, 101, 108]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2981,5,"[106, 101, 108, 100, 112]","[106, 101, 108, 100, 112]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2981,10,"[106, 101, 108, 100, 112, 107, 109, 37, 36, 98]","[106, 101, 108, 100, 112, 107, 109, 37, 36, 98]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B10:2981,20,"[106, 101, 108, 100, 112, 107, 109, 37, 36, 98, 105, 44, 27, 111, 52, 110, 45, 99, 60, 53]","[106, 101, 108, 100, 112, 107, 109, 37, 36, 98, 105, 44, 27, 111, 52, 110, 45, 99, 60, 53]",True,True,1.0,0
